OrderID,OrderDate,Region,State,Product,Quantity,UnitPrice_INR,DiscountPct,Revenue_INR,CustomerSegment
ORD100000,2024-10-20,South,Karnataka,Smartphone,1,18284,5,17369.8,Retail
ORD100001,2024-02-20,West,Maharashtra,Headphones,1,1274,0,1274.0,Retail
ORD100002,2024-09-20,West,Maharashtra,Smartphone,1,34464,0,34464.0,Retail
ORD100003,2024-09-26,West,Gujarat,Shoes,1,5498,10,4948.2,Wholesale
ORD100004,2024-06-05,South,Tamil Nadu,Smartphone,1,29823,0,29823.0,Online
ORD100005,2024-08-18,North,Haryana,Wristwatch,1,3634,0,3634.0,Retail
ORD100006,2024-04-10,West,Maharashtra,Shoes,1,3431,0,3431.0,Online
ORD100007,2024-08-09,West,Maharashtra,Backpack,1,2281,0,2281.0,Retail
ORD100008,2024-02-13,East,Bihar,Sunglasses,1,1897,5,1802.15,Retail
ORD100009,2024-05-16,West,Gujarat,Smartphone,1,33813,0,33813.0,Retail
ORD100010,2024-03-21,East,Odisha,Headphones,3,4104,0,12312.0,Retail
ORD100011,2024-09-03,West,Gujarat,Smartphone,1,29912,0,29912.0,Retail
ORD100012,2024-12-14,West,Rajasthan,Headphones,1,3731,0,3731.0,Online
ORD100013,2024-05-30,South,Kerala,Shoes,1,1188,5,1128.6,Retail
ORD100014,2024-01-09,East,Bihar,Shoes,1,4423,5,4201.85,Retail
ORD100015,2024-08-14,West,Rajasthan,Jacket,1,2245,5,2132.75,Retail
ORD100016,2024-05-14,West,Maharashtra,Smartphone,1,27817,0,27817.0,Wholesale
ORD100017,2024-08-13,South,Kerala,Wristwatch,1,2585,5,2455.75,Retail
ORD100018,2024-04-08,East,Bihar,Backpack,1,946,10,851.4,Wholesale
ORD100019,2024-11-18,West,Maharashtra,Wristwatch,3,1492,0,4476.0,Retail
ORD100020,2024-04-13,East,Bihar,Jacket,3,3337,0,10011.0,Retail
ORD100021,2024-11-16,West,Rajasthan,Headphones,1,2641,5,2508.95,Retail
ORD100022,2024-02-27,South,Tamil Nadu,Jacket,1,4061,5,3857.95,Retail
ORD100023,2024-12-15,North,Punjab,Headphones,1,3924,0,3924.0,Retail
ORD100024,2024-04-26,East,West Bengal,Laptop Sleeve,1,1669,0,1669.0,Retail
ORD100025,2024-10-04,South,Karnataka,Smartphone,2,34425,0,68850.0,Wholesale
ORD100026,2024-07-22,North,Punjab,Wristwatch,1,1743,15,1481.55,Retail
ORD100027,2024-01-04,West,Maharashtra,Backpack,1,2969,5,2820.55,Retail
ORD100028,2024-04-10,West,Gujarat,Smartphone,1,7851,0,7851.0,Retail
ORD100029,2024-03-30,West,Gujarat,Headphones,1,4173,0,4173.0,Retail
ORD100030,2024-07-10,South,Kerala,Smartphone,1,33092,5,31437.4,Retail
ORD100031,2024-03-24,West,Gujarat,Headphones,1,4932,0,4932.0,Online
ORD100032,2024-05-23,South,Kerala,Smartphone,1,14400,0,14400.0,Retail
ORD100033,2024-08-10,South,Karnataka,Backpack,1,3016,0,3016.0,Retail
ORD100034,2024-10-09,West,Maharashtra,Wristwatch,1,3039,0,3039.0,Wholesale
ORD100035,2024-03-10,North,Delhi,Headphones,1,2656,5,2523.2,Wholesale
ORD100036,2024-11-12,South,Tamil Nadu,Shoes,1,5549,5,5271.55,Online
ORD100037,2024-06-21,West,Rajasthan,Shoes,3,1628,5,4639.8,Online
ORD100038,2024-01-01,North,Delhi,Smartphone,2,18003,0,36006.0,Retail
ORD100039,2024-06-12,East,Bihar,Smartphone,1,17975,0,17975.0,Retail
ORD100040,2024-02-04,South,Tamil Nadu,Headphones,1,4575,0,4575.0,Online
ORD100041,2024-08-11,West,Maharashtra,Shoes,1,5824,5,5532.8,Online
ORD100042,2024-07-15,South,Tamil Nadu,Wristwatch,3,2133,5,6079.05,Online
ORD100043,2024-10-14,West,Maharashtra,Shoes,1,2748,0,2748.0,Retail
ORD100044,2024-09-07,South,Kerala,Shoes,1,2684,0,2684.0,Retail
ORD100045,2024-11-03,North,Haryana,Wristwatch,1,934,0,934.0,Retail
ORD100046,2024-02-03,South,Kerala,Wristwatch,1,2680,0,2680.0,Retail
ORD100047,2024-10-07,South,Tamil Nadu,Shoes,1,4145,5,3937.75,Online
ORD100048,2024-03-13,South,Karnataka,Laptop Sleeve,1,2053,5,1950.35,Retail
ORD100049,2024-10-29,South,Tamil Nadu,Smartphone,2,26262,15,44645.4,Retail
ORD100050,2024-12-28,South,Tamil Nadu,Sunglasses,1,1330,5,1263.5,Retail
ORD100051,2024-10-26,North,Punjab,Wristwatch,1,1213,0,1213.0,Retail
ORD100052,2024-08-23,South,Karnataka,Shoes,1,4906,5,4660.7,Retail
ORD100053,2024-04-21,South,Tamil Nadu,Jacket,1,2260,0,2260.0,Retail
ORD100054,2024-08-07,North,Punjab,Jacket,1,6142,0,6142.0,Online
ORD100055,2024-05-19,North,Punjab,Headphones,1,1646,5,1563.7,Retail
ORD100056,2024-06-20,East,Odisha,Shoes,1,5485,0,5485.0,Retail
ORD100057,2024-05-16,East,West Bengal,Smartphone,1,26208,0,26208.0,Retail
ORD100058,2024-05-11,South,Karnataka,Sunglasses,1,1024,0,1024.0,Retail
ORD100059,2024-08-12,East,Odisha,Jacket,1,2990,0,2990.0,Retail
ORD100060,2024-08-18,East,West Bengal,Laptop Sleeve,1,1946,5,1848.7,Retail
ORD100061,2024-04-27,West,Maharashtra,Headphones,1,3136,5,2979.2,Online
ORD100062,2024-10-25,North,Delhi,Smartphone,1,10228,0,10228.0,Retail
ORD100063,2024-04-13,West,Gujarat,Laptop Sleeve,1,1284,0,1284.0,Online
ORD100064,2024-04-10,West,Maharashtra,Laptop Sleeve,1,1730,0,1730.0,Online
ORD100065,2024-03-30,West,Gujarat,Jacket,1,5832,0,5832.0,Online
ORD100066,2024-07-16,South,Tamil Nadu,Backpack,2,1162,0,2324.0,Retail
ORD100067,2024-07-07,South,Karnataka,Shoes,1,5903,0,5903.0,Retail
ORD100068,2024-01-19,South,Karnataka,Wristwatch,1,3889,5,3694.55,Retail
ORD100069,2024-10-14,West,Rajasthan,Backpack,1,2101,10,1890.9,Retail
ORD100070,2024-09-11,West,Gujarat,Wristwatch,1,1701,0,1701.0,Retail
ORD100071,2024-06-30,North,Haryana,Backpack,2,2543,10,4577.4,Retail
ORD100072,2024-01-11,South,Tamil Nadu,Smartphone,1,9198,5,8738.1,Retail
ORD100073,2024-07-20,South,Kerala,Smartphone,1,7804,0,7804.0,Retail
ORD100074,2024-01-04,West,Rajasthan,Sunglasses,1,536,5,509.2,Retail
ORD100075,2024-03-16,West,Gujarat,Headphones,1,4724,5,4487.8,Retail
ORD100076,2024-03-04,North,Delhi,Headphones,1,1409,0,1409.0,Retail
ORD100077,2024-02-24,West,Maharashtra,Smartphone,1,20081,10,18072.9,Retail
ORD100078,2024-03-13,West,Maharashtra,Backpack,1,3405,0,3405.0,Retail
ORD100079,2024-10-01,West,Maharashtra,Shoes,1,871,0,871.0,Retail
ORD100080,2024-07-16,West,Maharashtra,Smartphone,3,31366,5,89393.1,Online
ORD100081,2024-09-06,West,Rajasthan,Shoes,1,5835,0,5835.0,Retail
ORD100082,2024-04-12,North,Haryana,Headphones,2,1626,0,3252.0,Retail
ORD100083,2024-07-28,East,Bihar,Backpack,1,582,5,552.9,Retail
ORD100084,2024-01-29,South,Tamil Nadu,Wristwatch,1,750,15,637.5,Wholesale
ORD100085,2024-06-06,South,Karnataka,Backpack,1,665,0,665.0,Online
ORD100086,2024-07-16,West,Maharashtra,Smartphone,1,31557,0,31557.0,Online
ORD100087,2024-09-15,West,Rajasthan,Laptop Sleeve,4,1236,0,4944.0,Online
ORD100088,2024-09-25,West,Gujarat,Laptop Sleeve,2,302,5,573.8,Retail
ORD100089,2024-02-09,East,West Bengal,Jacket,2,5816,0,11632.0,Online
ORD100090,2024-03-21,West,Gujarat,Wristwatch,1,1699,5,1614.05,Retail
ORD100091,2024-05-26,West,Gujarat,Shoes,1,4630,10,4167.0,Online
ORD100092,2024-08-22,North,Haryana,Jacket,1,5086,0,5086.0,Online
ORD100093,2024-08-11,South,Kerala,Jacket,1,2812,0,2812.0,Retail
ORD100094,2024-02-29,South,Karnataka,Shoes,1,4226,5,4014.7,Retail
ORD100095,2024-07-22,West,Gujarat,Laptop Sleeve,1,1003,5,952.85,Wholesale
ORD100096,2024-01-04,North,Delhi,Wristwatch,1,3494,0,3494.0,Retail
ORD100097,2024-12-22,South,Kerala,Backpack,1,2110,10,1899.0,Retail
ORD100098,2024-07-26,South,Karnataka,Wristwatch,1,1433,10,1289.7,Retail
ORD100099,2024-02-15,North,Delhi,Jacket,1,6859,10,6173.1,Retail
ORD100100,2024-03-04,North,Haryana,Smartphone,1,8763,0,8763.0,Retail
ORD100101,2024-06-27,North,Punjab,Shoes,1,1428,5,1356.6,Retail
ORD100102,2024-03-17,North,Delhi,Shoes,1,5037,0,5037.0,Retail
ORD100103,2024-05-02,South,Tamil Nadu,Laptop Sleeve,1,2294,0,2294.0,Retail
ORD100104,2024-01-07,West,Rajasthan,Shoes,1,4089,5,3884.55,Retail
ORD100105,2024-02-24,East,Odisha,Jacket,1,6220,0,6220.0,Retail
ORD100106,2024-07-20,West,Maharashtra,Sunglasses,1,848,5,805.6,Retail
ORD100107,2024-01-20,North,Punjab,Smartphone,1,14005,5,13304.75,Retail
ORD100108,2024-09-02,East,Bihar,Shoes,1,2141,0,2141.0,Retail
ORD100109,2024-01-02,South,Tamil Nadu,Shoes,1,5273,0,5273.0,Retail
ORD100110,2024-12-10,West,Maharashtra,Wristwatch,1,1003,5,952.85,Online
ORD100111,2024-11-27,South,Karnataka,Smartphone,1,27939,0,27939.0,Online
ORD100112,2024-06-04,South,Kerala,Laptop Sleeve,1,1955,5,1857.25,Online
ORD100113,2024-09-01,East,Bihar,Smartphone,1,23001,0,23001.0,Retail
ORD100114,2024-07-02,North,Haryana,Smartphone,1,26124,0,26124.0,Retail
ORD100115,2024-06-05,South,Tamil Nadu,Smartphone,1,19595,5,18615.25,Retail
ORD100116,2024-12-10,West,Gujarat,Headphones,1,3274,0,3274.0,Retail
ORD100117,2024-03-13,East,Bihar,Laptop Sleeve,1,1412,10,1270.8,Retail
ORD100118,2024-11-05,South,Kerala,Jacket,1,2188,0,2188.0,Retail
ORD100119,2024-09-23,South,Karnataka,Wristwatch,1,3375,0,3375.0,Retail
ORD100120,2024-05-12,East,Odisha,Sunglasses,1,2247,0,2247.0,Retail
ORD100121,2024-04-26,East,Bihar,Wristwatch,1,2911,10,2619.9,Online
ORD100122,2024-05-23,North,Haryana,Wristwatch,1,3555,0,3555.0,Retail
ORD100123,2024-09-19,West,Gujarat,Headphones,1,4330,15,3680.5,Online
ORD100124,2024-04-30,South,Karnataka,Shoes,3,4676,0,14028.0,Online
ORD100125,2024-06-23,West,Maharashtra,Headphones,1,4483,0,4483.0,Retail
ORD100126,2024-09-10,West,Maharashtra,Headphones,1,3652,0,3652.0,Retail
ORD100127,2024-02-11,South,Kerala,Shoes,1,4051,5,3848.45,Online
ORD100128,2024-01-27,West,Maharashtra,Jacket,1,2604,5,2473.8,Retail
ORD100129,2024-09-20,South,Tamil Nadu,Shoes,1,5991,0,5991.0,Retail
ORD100130,2024-05-15,North,Delhi,Smartphone,1,32592,0,32592.0,Wholesale
ORD100131,2024-08-18,West,Maharashtra,Smartphone,3,33116,5,94380.6,Online
ORD100132,2024-07-08,East,Odisha,Smartphone,1,23163,5,22004.85,Retail
ORD100133,2024-06-06,East,Bihar,Smartphone,1,17382,5,16512.9,Online
ORD100134,2024-10-07,West,Gujarat,Smartphone,1,14693,5,13958.35,Retail
ORD100135,2024-01-25,South,Kerala,Backpack,1,3346,5,3178.7,Retail
ORD100136,2024-10-13,North,Delhi,Laptop Sleeve,2,1383,0,2766.0,Retail
ORD100137,2024-06-04,West,Gujarat,Headphones,1,2750,0,2750.0,Retail
ORD100138,2024-06-26,North,Delhi,Backpack,4,1803,5,6851.4,Retail
ORD100139,2024-03-02,West,Gujarat,Shoes,1,2464,0,2464.0,Retail
ORD100140,2024-06-12,North,Haryana,Shoes,1,2709,15,2302.65,Retail
ORD100141,2024-02-11,South,Kerala,Backpack,1,945,5,897.75,Wholesale
ORD100142,2024-08-01,West,Maharashtra,Smartphone,1,32000,5,30400.0,Retail
ORD100143,2024-01-17,East,Bihar,Backpack,1,1244,0,1244.0,Online
ORD100144,2024-11-15,West,Gujarat,Backpack,4,962,5,3655.6,Retail
ORD100145,2024-08-04,North,Delhi,Headphones,1,3809,0,3809.0,Retail
ORD100146,2024-09-27,North,Punjab,Headphones,1,1569,0,1569.0,Retail
ORD100147,2024-04-28,East,West Bengal,Wristwatch,1,3337,5,3170.15,Online
ORD100148,2024-03-26,South,Kerala,Headphones,1,1101,0,1101.0,Wholesale
ORD100149,2024-01-03,South,Karnataka,Sunglasses,1,1367,5,1298.65,Retail
ORD100150,2024-04-13,East,West Bengal,Smartphone,1,16496,10,14846.4,Retail
ORD100151,2024-07-27,West,Gujarat,Headphones,1,1722,0,1722.0,Retail
ORD100152,2024-01-24,West,Maharashtra,Wristwatch,1,3782,5,3592.9,Retail
ORD100153,2024-08-16,North,Punjab,Wristwatch,1,3489,5,3314.55,Retail
ORD100154,2024-03-16,East,Odisha,Backpack,1,3362,5,3193.9,Wholesale
ORD100155,2024-11-08,West,Rajasthan,Jacket,1,1936,5,1839.2,Online
ORD100156,2024-11-20,East,West Bengal,Shoes,1,2825,15,2401.25,Retail
ORD100157,2024-12-14,South,Tamil Nadu,Smartphone,1,17077,10,15369.3,Retail
ORD100158,2024-06-22,South,Karnataka,Backpack,1,1037,0,1037.0,Retail
ORD100159,2024-08-07,North,Haryana,Laptop Sleeve,1,1202,0,1202.0,Wholesale
ORD100160,2024-07-14,West,Gujarat,Wristwatch,1,2336,0,2336.0,Retail
ORD100161,2024-01-21,West,Gujarat,Jacket,1,7085,0,7085.0,Retail
ORD100162,2024-03-21,East,Odisha,Smartphone,1,31946,0,31946.0,Online
ORD100163,2024-02-26,North,Punjab,Backpack,1,1917,5,1821.15,Retail
ORD100164,2024-03-08,South,Kerala,Shoes,1,2554,0,2554.0,Wholesale
ORD100165,2024-09-10,East,West Bengal,Shoes,1,4567,0,4567.0,Retail
ORD100166,2024-09-24,South,Tamil Nadu,Backpack,1,2826,0,2826.0,Retail
ORD100167,2024-12-28,South,Karnataka,Shoes,1,5263,10,4736.7,Online
ORD100168,2024-01-16,North,Delhi,Smartphone,1,21203,5,20142.85,Online
ORD100169,2024-07-14,South,Karnataka,Shoes,1,2294,0,2294.0,Wholesale
ORD100170,2024-07-31,West,Gujarat,Wristwatch,3,1895,0,5685.0,Retail
ORD100171,2024-12-03,West,Gujarat,Smartphone,1,27215,5,25854.25,Wholesale
ORD100172,2024-06-04,East,Odisha,Sunglasses,1,2253,5,2140.35,Retail
ORD100173,2024-05-21,North,Delhi,Jacket,1,4500,5,4275.0,Online
ORD100174,2024-02-07,North,Delhi,Sunglasses,1,1766,0,1766.0,Retail
ORD100175,2024-03-23,South,Tamil Nadu,Wristwatch,3,2404,0,7212.0,Online
ORD100176,2024-11-12,West,Rajasthan,Jacket,1,5682,0,5682.0,Retail
ORD100177,2024-01-02,South,Karnataka,Smartphone,1,21424,10,19281.6,Retail
ORD100178,2024-02-19,East,West Bengal,Laptop Sleeve,1,1358,0,1358.0,Retail
ORD100179,2024-01-08,East,West Bengal,Shoes,1,1758,15,1494.3,Retail
ORD100180,2024-05-11,South,Tamil Nadu,Wristwatch,1,1319,5,1253.05,Retail
ORD100181,2024-08-01,North,Punjab,Sunglasses,3,1684,0,5052.0,Retail
ORD100182,2024-12-05,South,Tamil Nadu,Smartphone,1,26835,0,26835.0,Retail
ORD100183,2024-10-31,East,Odisha,Jacket,1,3229,5,3067.55,Retail
ORD100184,2024-04-18,North,Haryana,Jacket,1,4039,0,4039.0,Retail
ORD100185,2024-06-09,South,Karnataka,Shoes,3,1426,0,4278.0,Retail
ORD100186,2024-11-02,South,Kerala,Shoes,1,4706,5,4470.7,Retail
ORD100187,2024-12-15,North,Punjab,Smartphone,1,14718,0,14718.0,Retail
ORD100188,2024-10-05,North,Punjab,Backpack,1,1780,0,1780.0,Online
ORD100189,2024-12-19,North,Delhi,Shoes,1,4720,0,4720.0,Retail
ORD100190,2024-02-25,South,Kerala,Sunglasses,1,2243,0,2243.0,Wholesale
ORD100191,2024-03-04,West,Rajasthan,Smartphone,1,9011,0,9011.0,Retail
ORD100192,2024-06-02,South,Tamil Nadu,Backpack,1,3373,0,3373.0,Retail
ORD100193,2024-12-22,North,Haryana,Smartphone,1,21138,15,17967.3,Retail
ORD100194,2024-12-07,South,Tamil Nadu,Jacket,4,3940,0,15760.0,Retail
ORD100195,2024-04-01,West,Rajasthan,Headphones,1,1140,0,1140.0,Retail
ORD100196,2024-04-10,West,Maharashtra,Shoes,1,4435,10,3991.5,Retail
ORD100197,2024-02-15,North,Haryana,Laptop Sleeve,1,1276,5,1212.2,Retail
